ticker,n,hit_ratio,mae,rmse,mape_pct,smape_pct,r2,score_pred_metricas
ABEV3,250.0,0.38,0.07073053830388122,0.09113480186199714,147.67557204316978,164.02769635541654,-0.31635897192117235,29.230871009704973
BBAS3,250.0,0.504,0.07453776134758502,0.10149982999248748,229.81373678779983,139.96094425988477,-0.17371447705524035,40.430666377470644
BBDC4,250.0,0.572,0.06934889488582235,0.08947578597265766,173.1898939785745,139.50966465447993,-0.8227333032240873,36.75073403686314
ITUB4,250.0,0.788,0.04851698092992524,0.0611312422651109,147.41593893309974,143.2911688708653,-0.4093106864491338,48.7686593613356
VALE3,250.0,0.344,0.06632316166634203,0.07970772741428866,152.339719077457,173.5498416702128,-0.7933904784431631,21.116126881525812
