n,hit_ratio,mae,rmse,mape_pct,smape_pct,r2,score_pred_metricas
1250.0,0.5176,0.06589146742671118,0.08567850893284781,170.10491563889673,152.06786316217185,-0.32185961094204907,37.07183125814514
