score_total,score_pred,score_port,score_risk,hit_ratio,mae,total_return_est,sharpe_est,max_drawdown_est,avg_gross_exposure,avg_max_weight
72.30503139637005,31.055999999999994,92.0787364363779,100.0,0.5176,0.06589146742671118,0.1351092088860948,6.015173732009125,-0.009315743449616498,1.0,0.35
