alpha_q,tau,max_weight_per_asset,w_model_conf,w_news_conf,confidence_floor,confidence_cap,err_window,err_min_periods,rolling_min_obs,use_rolling_prior,long_only,rebalance_mode,val_sharpe,val_total_return_pct,val_excess_vs_selic_pct,val_max_drawdown,val_final_capital_brl,val_n_days,val_full_sharpe,val_full_total_return_pct,val_full_excess_vs_selic_pct,val_full_max_drawdown,val_full_final_capital_brl,val_full_n_days,objective
0.8529699414082709,0.018380078514260975,0.24738329019707395,0.5221365411393811,0.4778634588606189,0.12530274739501177,0.7495474304397844,8,6,110,True,True,weekly,2.604554487249603,52.174601883111094,15.127323690724914,-0.10982303068345378,166661.38796241838,250.0,1.3197607082380372,66.30289643104308,15.127323690724914,-0.16991751894941076,166661.38796241838,667.0,2.65946600259133
