feature,shap_mean_abs
cs_rank_21,0.008015278
mom_252,0.0060282745
trend_mercado_63,0.0058628395
beta_21,0.0043592383
vwap_dist_21,0.0037717295
mom_126,0.0035079455
risco_mercado_21,0.0031460635
beta_63,0.002932877
risco_mercado_63,0.0029203566
mom_63,0.0024917275
rsi_21,0.0018605951
vol_63,0.001573709
z_alpha_63,0.001573176
cs_rank_63,0.0014834948
force_idx_z21,0.0013353165
dow_qui,0.001320952
macro_usdbrl_ret,0.0012109455
obv_z21,0.0011602063
macro_ibov_ret,0.0010931722
trend_mercado_21,0.0010845725
lag_ret_21,0.0010401898
dow_qua,0.0009657313
dist_ema_21,0.0009572605
z_alpha_21,0.00085491594
vol_rel_21,0.0007298069
lag_ret_5,0.00061657606
atr_21,0.00033798607
mom_21,0.0
lag_ret_1,0.0
vol_rel_63,0.0
vol_21,0.0
bb_pctb_21,0.0
dist_ema_63,0.0
dow_seg,0.0
cs_rank_126,0.0
dow_ter,0.0
dow_sex,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
