feature,importance
mes_09,0.042074196
beta_63,0.04201158
mom_63,0.039525025
mes_01,0.038610905
risco_mercado_63,0.03742812
mes_12,0.03664723
beta_21,0.036483396
rsi_21,0.03632444
vol_21,0.03591813
cs_rank_126,0.03558355
vol_63,0.035342615
trend_mercado_21,0.035024215
atr_21,0.034788687
lag_ret_21,0.033992592
vol_rel_63,0.032526013
dist_ema_21,0.032044023
risco_mercado_21,0.03161936
trend_mercado_63,0.030508853
z_alpha_21,0.02968374
mom_126,0.029094128
vwap_dist_21,0.028899474
mes_11,0.02827241
dist_ema_63,0.026856681
macro_ibov_ret,0.026358454
obv_z21,0.02503373
bb_pctb_21,0.0232827
mes_10,0.022922428
mom_21,0.022745393
mom_252,0.019803932
vol_rel_21,0.0134452125
mes_05,0.010424312
lag_ret_1,0.010105851
force_idx_z21,0.009435734
cs_rank_63,0.008708206
z_alpha_63,0.0067428863
macro_usdbrl_ret,0.0060249483
lag_ret_5,0.005706848
dow_seg,0.0
cs_rank_21,0.0
dow_qui,0.0
dow_ter,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
dow_sex,0.0
dow_qua,0.0
mes_08,0.0
mes_06,0.0
mes_07,0.0
