feature,importance
vol_63,0.06975024
mom_126,0.051795162
vol_21,0.050244432
mom_252,0.04962693
dist_ema_63,0.045686085
rsi_21,0.044138014
trend_mercado_63,0.043789744
cs_rank_126,0.04284105
dist_ema_21,0.037264027
risco_mercado_63,0.03704432
mom_63,0.036340624
risco_mercado_21,0.03514849
beta_21,0.031123921
mes_09,0.030810405
mom_21,0.02826242
vol_rel_63,0.028158702
vwap_dist_21,0.027221836
mes_04,0.026647132
cs_rank_63,0.026396915
trend_mercado_21,0.025946578
beta_63,0.025552051
bb_pctb_21,0.023837982
macro_ibov_ret,0.022566376
z_alpha_21,0.021351794
macro_usdbrl_ret,0.019645378
atr_21,0.018681696
vol_rel_21,0.018030485
obv_z21,0.018022718
lag_ret_21,0.015590925
cs_rank_21,0.013726719
mes_06,0.013345276
lag_ret_5,0.012182155
lag_ret_1,0.006736832
force_idx_z21,0.0024926101
z_alpha_63,0.0
dow_seg,0.0
dow_ter,0.0
dow_sex,0.0
mes_01,0.0
dow_qui,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
mes_07,0.0
mes_05,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
