feature,importance
risco_mercado_63,0.09120375
mom_126,0.06674105
dist_ema_63,0.06350758
mes_09,0.048556376
cs_rank_21,0.044576567
vol_63,0.04452598
cs_rank_63,0.044317156
mes_05,0.043820422
mom_252,0.043626152
beta_63,0.043015804
beta_21,0.038679503
cs_rank_126,0.03851447
mes_08,0.036513496
mes_03,0.032916278
mom_21,0.03210541
mes_06,0.0317241
dist_ema_21,0.031677265
risco_mercado_21,0.027986757
trend_mercado_63,0.022885853
obv_z21,0.022465946
vwap_dist_21,0.021933468
mes_11,0.020710928
vol_21,0.01984193
mom_63,0.018822486
bb_pctb_21,0.013479018
vol_rel_21,0.013007925
rsi_21,0.012383581
z_alpha_21,0.010431645
atr_21,0.008745155
macro_ibov_ret,0.004910243
force_idx_z21,0.0031644772
vol_rel_63,0.0023836282
lag_ret_1,0.0008255954
lag_ret_5,0.0
lag_ret_21,0.0
trend_mercado_21,0.0
z_alpha_63,0.0
dow_seg,0.0
macro_usdbrl_ret,0.0
dow_qui,0.0
dow_ter,0.0
mes_04,0.0
mes_02,0.0
mes_01,0.0
dow_sex,0.0
dow_qua,0.0
mes_07,0.0
mes_10,0.0
mes_12,0.0
