feature,importance
mom_21,0.057392653
trend_mercado_21,0.036016338
risco_mercado_63,0.03567109
dist_ema_21,0.03531959
cs_rank_126,0.03515232
beta_21,0.033456363
mes_04,0.032800477
macro_usdbrl_ret,0.031286802
lag_ret_21,0.030755937
trend_mercado_63,0.030643504
vwap_dist_21,0.029934844
mom_252,0.028936489
beta_63,0.028856345
atr_21,0.028489813
dow_seg,0.028191242
vol_rel_63,0.028109249
risco_mercado_21,0.027932094
bb_pctb_21,0.027552942
vol_63,0.027345492
lag_ret_1,0.02704914
cs_rank_63,0.026805682
obv_z21,0.025699161
rsi_21,0.025645994
lag_ret_5,0.025072088
z_alpha_21,0.02488422
macro_ibov_ret,0.024478683
vol_rel_21,0.024414906
mes_09,0.024351364
dist_ema_63,0.023091935
mom_126,0.022535486
z_alpha_63,0.019393416
mes_11,0.019201783
mom_63,0.018782431
force_idx_z21,0.016728915
mes_08,0.015151538
vol_21,0.014170855
mes_10,0.00869871
cs_rank_21,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
mes_01,0.0
dow_sex,0.0
mes_07,0.0
mes_06,0.0
mes_05,0.0
mes_12,0.0
