feature,shap_mean_abs
mom_126,0.023623308
trend_mercado_21,0.022041434
beta_63,0.014282037
mom_252,0.012323285
obv_z21,0.012040165
lag_ret_21,0.010117708
force_idx_z21,0.0099391285
lag_ret_1,0.009030118
vol_63,0.007467313
vol_rel_21,0.006794024
risco_mercado_21,0.0067333435
cs_rank_126,0.0065934784
z_alpha_63,0.0065239784
z_alpha_21,0.0062933713
beta_21,0.0059227194
lag_ret_5,0.005695088
macro_usdbrl_ret,0.0055928654
vol_21,0.005425147
mom_63,0.0047203945
macro_ibov_ret,0.0044308635
mom_21,0.003444558
atr_21,0.0020407906
bb_pctb_21,0.0016951362
cs_rank_63,0.00084468623
vol_rel_63,0.0
dist_ema_21,0.0
rsi_21,0.0
vwap_dist_21,0.0
dist_ema_63,0.0
trend_mercado_63,0.0
risco_mercado_63,0.0
cs_rank_21,0.0
dow_seg,0.0
dow_ter,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
