feature,importance
risco_mercado_63,0.055361886
mes_10,0.042788904
dist_ema_63,0.04132952
mes_07,0.040848743
atr_21,0.04028413
dist_ema_21,0.039212402
trend_mercado_21,0.03858373
beta_21,0.035586126
z_alpha_21,0.035434145
risco_mercado_21,0.033538893
mom_252,0.033174932
bb_pctb_21,0.03308528
vol_rel_21,0.030755036
z_alpha_63,0.02930435
force_idx_z21,0.028920466
cs_rank_63,0.028320655
obv_z21,0.027436085
dow_seg,0.026957652
lag_ret_1,0.026437327
vol_rel_63,0.026208254
trend_mercado_63,0.025909644
mom_21,0.02541941
macro_ibov_ret,0.025102999
mom_126,0.024373297
mom_63,0.024195952
lag_ret_21,0.02392064
beta_63,0.023562713
vol_21,0.022745654
macro_usdbrl_ret,0.022076113
rsi_21,0.021006977
vwap_dist_21,0.019736128
cs_rank_21,0.01497643
lag_ret_5,0.0146883605
vol_63,0.014041859
dow_qua,0.004675369
cs_rank_126,0.0
dow_ter,0.0
mes_01,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
mes_04,0.0
mes_03,0.0
mes_06,0.0
mes_05,0.0
mes_08,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
