date,ticker,close,y_real,y_pred,erro,fold
2023-05-02,PETR4,14.496732,0.13857608567526564,0.050171371549367905,0.08840471412589773,1
2023-05-03,PETR4,14.445731,0.17375312966672793,0.050171371549367905,0.12358175811736002,1
2023-05-04,PETR4,14.675237,0.16611767342569192,0.050171371549367905,0.11594630187632401,1
2023-05-05,PETR4,15.29998,0.13504055122228545,0.04528413712978363,0.08975641409250182,1
2023-05-08,PETR4,15.625104,0.13490755708567723,0.049911513924598694,0.08499604316107853,1
2023-05-09,PETR4,15.676105,0.1604632989671033,0.03251616284251213,0.12794713612459116,1
2023-05-10,PETR4,15.6378565,0.21059052836664258,0.03251616284251213,0.17807436552413045,1
2023-05-11,PETR4,16.211607,0.19190965848132788,0.027998248115181923,0.16391141036614595,1
2023-05-12,PETR4,16.734354,0.15822017999383667,0.029390938580036163,0.1288292414138005,1
2023-05-15,PETR4,16.358229,0.22302146499529935,0.029390938580036163,0.19363052641526318,1
2023-05-16,PETR4,16.766228,0.17451525643857743,0.029390938580036163,0.14512431785854127,1
2023-05-17,PETR4,16.358229,0.2076211241986043,0.030727140605449677,0.1768939835931546,1
2023-05-18,PETR4,16.453854,0.22776797012669733,0.03263363242149353,0.1951343377052038,1
2023-05-19,PETR4,16.428356,0.23423746663546627,0.03263363242149353,0.20160383421397274,1
2023-05-22,PETR4,16.33273,0.2810934825036449,0.03493679314851761,0.2461566893551273,1
2023-05-23,PETR4,16.734354,0.24416256515163362,0.03293870761990547,0.21122385753172815,1
2023-05-24,PETR4,16.989353,0.1871569129758421,0.028015533462166786,0.15914137951367532,1
2023-05-25,PETR4,16.861855,0.21698595261951065,0.028015533462166786,0.18897041915734386,1
2023-05-26,PETR4,17.084982,0.19602760867039717,0.027522502467036247,0.16850510620336093,1
2023-05-29,PETR4,17.014854,0.2095731008046543,0.02548874169588089,0.1840843591087734,1
2023-05-30,PETR4,16.823603,0.22539892752294596,0.028015533462166786,0.19738339406077918,1
2023-05-31,PETR4,16.651484,0.18613478186556628,0.02548874169588089,0.1606460401696854,1
2023-06-01,PETR4,17.18698,0.1729358049549425,0.027522502467036247,0.14541330248790627,1
2023-06-02,PETR4,17.327229,0.1671331938274657,0.027515530586242676,0.13961766324122302,1
2023-06-05,PETR4,17.5121,0.15519268110375103,0.02548874169588089,0.12970393940787014,1
2023-06-06,PETR4,17.881853,0.11890298391832108,0.02548874169588089,0.09341424222244019,1
2023-06-07,PETR4,18.404604,0.08501677746499602,0.01752234436571598,0.06749443309928004,1
2023-06-09,PETR4,19.303476,0.03902590451107041,0.019556106999516487,0.01946979751155392,1
2023-06-12,PETR4,19.641352,0.008045063782091301,0.019556106999516487,-0.011511043217425186,1
2023-06-13,PETR4,19.603025,0.010684299480212706,0.01752234436571598,-0.006838044885503275,1
2023-06-14,PETR4,20.44529,-0.01573776042288949,0.019556106999516487,-0.03529386742240598,1
2023-06-15,PETR4,19.963026,-0.01163610395808149,0.019556106999516487,-0.031192210957597978,1
2023-06-16,PETR4,20.132837,-0.022173840076089482,0.021891169250011444,-0.044065009326100926,1
2023-06-19,PETR4,20.66265,-0.053683750878881394,0.01350382436066866,-0.06718757523955005,1
2023-06-20,PETR4,20.764532,-0.049280892501795376,0.011470062658190727,-0.0607509551599861,1
2023-06-21,PETR4,21.633965,-0.08926872309414974,0.01350382436066866,-0.1027725474548184,1
2023-06-22,PETR4,21.36227,-0.057925484405769084,0.011470062658190727,-0.06939554706395981,1
2023-06-23,PETR4,20.486042,0.004631184985215662,0.01730857975780964,-0.012677394772593976,1
2023-06-26,PETR4,20.947931,0.005174724402016338,0.015274818986654282,-0.010100094584637943,1
2023-06-27,PETR4,20.784914,0.012987184870112873,0.018819354474544525,-0.005832169604431652,1
2023-06-28,PETR4,20.981894,-0.04977798845524847,0.019857406616210938,-0.06963539507145941,1
2023-06-29,PETR4,21.076986,-0.04178920217543184,0.021891169250011444,-0.06368037142544328,1
2023-06-30,PETR4,20.05812,0.05212252042940936,0.021891169250011444,0.030231351179397917,1
2023-07-03,PETR4,20.431705,0.017139551610707064,0.019857406616210938,-0.0027178550055038733,1
2023-07-04,PETR4,20.479254,0.012524817954596836,0.019857406616210938,-0.007332588661614101,1
2023-07-05,PETR4,20.452084,0.026545841563196126,0.015274818986654282,0.011271022576541844,1
2023-07-06,PETR4,20.139627,0.011735435686752331,0.015274818986654282,-0.0035393832999019506,1
2023-07-07,PETR4,20.037743,0.0231203885588343,0.013654414564371109,0.009465973994463191,1
2023-07-10,PETR4,20.071705,0.02242015897000417,0.0105141531676054,0.01190600580239877,1
2023-07-11,PETR4,19.800005,0.04395947942033662,-0.003931686282157898,0.04789116570249452,1
