feature,importance
atr_21,0.072307415
cs_rank_126,0.053055752
mes_11,0.048254322
vol_63,0.046935916
mes_08,0.04546695
vol_21,0.039167084
trend_mercado_63,0.038459174
mes_04,0.0371145
beta_21,0.036537506
obv_z21,0.036395136
mes_05,0.035954647
mom_252,0.03560061
cs_rank_63,0.035597067
beta_63,0.034946073
dist_ema_21,0.033980433
risco_mercado_63,0.03182595
trend_mercado_21,0.03084592
bb_pctb_21,0.028354269
cs_rank_21,0.02709049
mom_63,0.02681809
dist_ema_63,0.025169851
risco_mercado_21,0.02307221
mom_126,0.020635353
macro_ibov_ret,0.019463886
macro_usdbrl_ret,0.018371565
vwap_dist_21,0.016340716
rsi_21,0.015651988
mom_21,0.014397573
vol_rel_21,0.013317839
force_idx_z21,0.012098369
lag_ret_21,0.010753653
z_alpha_21,0.00960717
vol_rel_63,0.009128677
z_alpha_63,0.008758176
lag_ret_5,0.005541044
lag_ret_1,0.002984709
dow_seg,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
mes_01,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_12,0.0
