feature,importance
mes_07,0.08842481
risco_mercado_21,0.07578937
trend_mercado_63,0.06936158
risco_mercado_63,0.068298966
dist_ema_63,0.06653416
mes_01,0.04864367
vol_21,0.04694923
mes_05,0.043129772
cs_rank_21,0.042753696
bb_pctb_21,0.04068549
mom_252,0.039638337
cs_rank_126,0.038142208
rsi_21,0.03553632
vol_63,0.033760555
mom_63,0.03254279
atr_21,0.0325362
mom_21,0.024387987
vwap_dist_21,0.023954056
mes_04,0.021741895
trend_mercado_21,0.019359462
beta_63,0.017949032
obv_z21,0.017800117
mom_126,0.017304767
beta_21,0.013689028
mes_02,0.010707952
z_alpha_63,0.01034678
dist_ema_21,0.0049127187
vol_rel_63,0.004200859
vol_rel_21,0.0027791436
cs_rank_63,0.0025151812
force_idx_z21,0.0021666647
lag_ret_21,0.0017878995
lag_ret_5,0.0014681712
dow_seg,0.00020112438
lag_ret_1,0.0
macro_ibov_ret,0.0
z_alpha_21,0.0
macro_usdbrl_ret,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
mes_03,0.0
dow_qua,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
