feature,importance
mom_63,0.06951225
mom_252,0.06469499
vol_21,0.05816996
mes_01,0.056599326
mes_04,0.05416156
beta_63,0.052067418
cs_rank_126,0.04792155
mes_10,0.041670702
mes_05,0.041664373
trend_mercado_21,0.037482765
atr_21,0.03638387
dist_ema_63,0.03528817
mes_02,0.035009973
beta_21,0.03374563
vol_63,0.03295825
mom_126,0.029961476
risco_mercado_21,0.029026547
mom_21,0.027988581
dist_ema_21,0.027285317
trend_mercado_63,0.027240055
cs_rank_21,0.023980744
risco_mercado_63,0.021764474
vol_rel_21,0.018889625
vol_rel_63,0.01627801
cs_rank_63,0.015891323
lag_ret_5,0.015005963
rsi_21,0.011873094
bb_pctb_21,0.011310177
obv_z21,0.009316803
lag_ret_21,0.0059722736
macro_ibov_ret,0.003298956
dow_ter,0.0021239999
lag_ret_1,0.0017397974
macro_usdbrl_ret,0.0015964725
force_idx_z21,0.0014555098
vwap_dist_21,0.00067008333
z_alpha_21,0.0
dow_seg,0.0
z_alpha_63,0.0
dow_sex,0.0
dow_qui,0.0
mes_03,0.0
dow_qua,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
