feature,importance
mom_252,0.11061917
vol_63,0.08937777
vol_21,0.07084095
mes_07,0.06646652
risco_mercado_63,0.054508857
beta_63,0.051740665
mes_11,0.048136674
risco_mercado_21,0.043366414
mom_126,0.04219517
atr_21,0.040046673
mom_63,0.039701235
mes_09,0.038648598
cs_rank_63,0.034762762
dist_ema_63,0.02797796
mes_03,0.026500799
mes_05,0.023847869
cs_rank_126,0.020886708
mes_01,0.019522188
mes_08,0.019422373
trend_mercado_63,0.017456798
beta_21,0.015721142
trend_mercado_21,0.01525955
vwap_dist_21,0.014569224
obv_z21,0.013159875
bb_pctb_21,0.010487889
cs_rank_21,0.010097725
mom_21,0.008969124
vol_rel_63,0.006281487
dist_ema_21,0.0057793707
rsi_21,0.0038352695
vol_rel_21,0.0034897726
dow_qua,0.0020033526
macro_usdbrl_ret,0.0016584343
macro_ibov_ret,0.0013560646
lag_ret_21,0.0007279695
lag_ret_5,0.00057760923
lag_ret_1,0.0
force_idx_z21,0.0
dow_seg,0.0
z_alpha_21,0.0
z_alpha_63,0.0
mes_04,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
