feature,importance
rsi_21,0.070564985
mes_01,0.06393713
mom_126,0.058990072
mes_03,0.05824164
risco_mercado_63,0.056577865
vol_63,0.053772442
mom_252,0.041871548
vol_21,0.04028498
atr_21,0.038318705
obv_z21,0.033514667
cs_rank_21,0.032932937
cs_rank_63,0.032816943
risco_mercado_21,0.032670196
trend_mercado_63,0.029623926
mes_08,0.029168334
vwap_dist_21,0.02727967
mom_21,0.026151376
mes_10,0.024704672
beta_21,0.024345582
cs_rank_126,0.023187734
mom_63,0.0226091
trend_mercado_21,0.02197026
dist_ema_63,0.021244515
beta_63,0.019943837
vol_rel_21,0.019913113
z_alpha_63,0.019775573
macro_usdbrl_ret,0.017071888
dist_ema_21,0.0163265
vol_rel_63,0.013694916
mes_05,0.012163817
bb_pctb_21,0.008246461
lag_ret_21,0.0051333513
macro_ibov_ret,0.0029513203
force_idx_z21,0.0
lag_ret_5,0.0
lag_ret_1,0.0
z_alpha_21,0.0
dow_seg,0.0
dow_sex,0.0
dow_ter,0.0
dow_qua,0.0
mes_04,0.0
mes_02,0.0
dow_qui,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
