feature,importance
mes_01,0.07524099
mom_126,0.066490866
atr_21,0.0526354
mes_11,0.05255293
dist_ema_21,0.04840724
mes_05,0.046982672
beta_21,0.04454149
cs_rank_63,0.04351884
risco_mercado_63,0.04206742
mom_252,0.04100463
mes_12,0.038322054
risco_mercado_21,0.037485573
obv_z21,0.03678187
cs_rank_21,0.035776526
beta_63,0.035041455
vol_63,0.033761647
vwap_dist_21,0.03058262
vol_21,0.030521212
trend_mercado_21,0.02945751
cs_rank_126,0.029300021
trend_mercado_63,0.028975986
mes_02,0.027449789
dist_ema_63,0.021100862
rsi_21,0.020565467
mom_63,0.015761578
bb_pctb_21,0.013929603
mom_21,0.010385823
vol_rel_63,0.0067933155
force_idx_z21,0.0034375954
lag_ret_5,0.0010879479
macro_ibov_ret,3.9073402e-05
lag_ret_1,0.0
lag_ret_21,0.0
vol_rel_21,0.0
macro_usdbrl_ret,0.0
z_alpha_21,0.0
z_alpha_63,0.0
dow_seg,0.0
dow_sex,0.0
dow_ter,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
dow_qui,0.0
mes_06,0.0
mes_08,0.0
mes_07,0.0
mes_10,0.0
mes_09,0.0
