feature,shap_mean_abs
mom_126,0.04962198
risco_mercado_21,0.022463758
rsi_21,0.016261349
cs_rank_126,0.013719036
macro_usdbrl_ret,0.013524935
bb_pctb_21,0.012883333
vol_21,0.012368592
mom_21,0.011199968
beta_21,0.010539767
trend_mercado_63,0.007850058
mom_252,0.0068197246
vwap_dist_21,0.0065944945
vol_63,0.0065663457
macro_ibov_ret,0.006339406
lag_ret_21,0.0062197624
mes_01,0.005109693
mom_63,0.0047319666
cs_rank_63,0.0035024278
atr_21,0.002428239
lag_ret_5,0.0021123604
mes_07,0.0018752498
risco_mercado_63,0.0015894471
trend_mercado_21,0.0013136312
vol_rel_21,0.0
lag_ret_1,0.0
dist_ema_21,0.0
force_idx_z21,0.0
vol_rel_63,0.0
obv_z21,0.0
z_alpha_63,0.0
z_alpha_21,0.0
beta_63,0.0
dist_ema_63,0.0
dow_seg,0.0
cs_rank_21,0.0
dow_qui,0.0
dow_ter,0.0
dow_sex,0.0
mes_02,0.0
mes_03,0.0
dow_qua,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
