feature,importance
dow_ter,0.04949479
cs_rank_63,0.041677885
z_alpha_63,0.039988644
cs_rank_21,0.039754804
mom_252,0.03619345
vol_21,0.03451378
mes_08,0.03408208
dist_ema_21,0.03350135
mes_03,0.033317354
beta_63,0.03271751
lag_ret_21,0.0326858
risco_mercado_63,0.03139029
cs_rank_126,0.02977801
z_alpha_21,0.027215393
atr_21,0.026804224
mom_126,0.026549323
rsi_21,0.026411247
lag_ret_5,0.025769634
vol_63,0.025611911
force_idx_z21,0.025506793
macro_ibov_ret,0.025096947
trend_mercado_21,0.024734654
beta_21,0.023563186
trend_mercado_63,0.023419218
lag_ret_1,0.023387214
mom_21,0.02328387
dist_ema_63,0.02286636
macro_usdbrl_ret,0.022356156
dow_qui,0.022132067
obv_z21,0.02167393
bb_pctb_21,0.021133412
risco_mercado_21,0.019964885
mom_63,0.018117558
vol_rel_63,0.017949069
vwap_dist_21,0.015377149
vol_rel_21,0.012324441
dow_sex,0.009655615
dow_seg,0.0
dow_qua,0.0
mes_02,0.0
mes_01,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
