feature,importance
obv_z21,0.042985238
mom_252,0.038274717
vol_rel_63,0.03595621
z_alpha_63,0.034912508
beta_63,0.033671644
mom_126,0.033670332
cs_rank_21,0.032896902
bb_pctb_21,0.03193881
beta_21,0.031377684
cs_rank_63,0.030937076
risco_mercado_63,0.03079955
z_alpha_21,0.030429518
vol_rel_21,0.030409843
cs_rank_126,0.02936708
vol_63,0.029286012
dow_sex,0.029118087
atr_21,0.028910426
force_idx_z21,0.028485635
vol_21,0.028392509
dow_qui,0.027040407
lag_ret_1,0.026589101
macro_usdbrl_ret,0.026471244
risco_mercado_21,0.026318273
mom_21,0.025936594
trend_mercado_63,0.025394855
macro_ibov_ret,0.024093142
mom_63,0.0239106
dist_ema_63,0.021558804
dist_ema_21,0.02141043
mes_09,0.02136976
mes_08,0.020989483
rsi_21,0.020361798
trend_mercado_21,0.020330992
lag_ret_21,0.019823994
lag_ret_5,0.01941298
vwap_dist_21,0.01716777
dow_seg,0.0
mes_01,0.0
mes_02,0.0
dow_qua,0.0
dow_ter,0.0
mes_04,0.0
mes_03,0.0
mes_06,0.0
mes_05,0.0
mes_07,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
