feature,importance
mes_11,0.08989012
mom_21,0.062434826
mom_252,0.058903303
mes_03,0.058838673
mes_08,0.0578502
rsi_21,0.055983547
mom_63,0.05106388
risco_mercado_63,0.04660861
vwap_dist_21,0.043715145
dist_ema_63,0.03583173
vol_21,0.03336288
vol_63,0.032197848
mes_09,0.031909227
trend_mercado_63,0.031069873
mes_01,0.030758286
atr_21,0.02762555
risco_mercado_21,0.025902929
z_alpha_63,0.024423955
mom_126,0.023908606
obv_z21,0.021313269
beta_21,0.021186281
trend_mercado_21,0.020861544
beta_63,0.016180282
mes_02,0.015681608
cs_rank_126,0.014430614
lag_ret_5,0.011854972
macro_usdbrl_ret,0.0111610135
cs_rank_63,0.010620967
dist_ema_21,0.010057729
lag_ret_21,0.009584617
z_alpha_21,0.009388336
bb_pctb_21,0.0036381886
lag_ret_1,0.0017614155
force_idx_z21,0.0
vol_rel_63,0.0
vol_rel_21,0.0
macro_ibov_ret,0.0
dow_seg,0.0
cs_rank_21,0.0
dow_sex,0.0
dow_ter,0.0
mes_04,0.0
dow_qua,0.0
dow_qui,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
