feature,importance
dist_ema_63,0.05000042
atr_21,0.042623315
cs_rank_63,0.04109669
mom_21,0.040062938
dist_ema_21,0.03899083
risco_mercado_21,0.038857065
vol_rel_21,0.03827069
mom_252,0.037322618
risco_mercado_63,0.037077002
mom_126,0.03581708
beta_21,0.034153234
mom_63,0.032496925
trend_mercado_63,0.032062944
mes_08,0.031321105
beta_63,0.030770972
cs_rank_21,0.029147923
mes_01,0.02838404
mes_07,0.026773274
cs_rank_126,0.026722282
mes_12,0.025719667
rsi_21,0.025447873
vwap_dist_21,0.024593284
vol_21,0.02441533
mes_11,0.024209362
vol_63,0.023635989
obv_z21,0.0223956
mes_06,0.02067744
mes_03,0.019962499
force_idx_z21,0.018750422
bb_pctb_21,0.018136652
macro_usdbrl_ret,0.015916461
lag_ret_1,0.01536084
trend_mercado_21,0.015210967
mes_10,0.0141957365
lag_ret_21,0.008269427
vol_rel_63,0.0057163667
lag_ret_5,0.005434682
dow_seg,0.0
macro_ibov_ret,0.0
z_alpha_21,0.0
z_alpha_63,0.0
mes_04,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
dow_qua,0.0
dow_ter,0.0
mes_05,0.0
mes_09,0.0
