feature,importance
cs_rank_63,0.05536455
mes_02,0.053591564
vol_63,0.042606108
cs_rank_126,0.040985115
cs_rank_21,0.04095854
mes_05,0.040134624
mes_04,0.039559618
risco_mercado_63,0.0392178
beta_63,0.038572222
mom_252,0.037534535
risco_mercado_21,0.037530795
mes_03,0.037192862
trend_mercado_63,0.037126794
mom_126,0.035586525
rsi_21,0.035340015
mes_10,0.03298567
vol_21,0.030964477
atr_21,0.03055463
beta_21,0.030141285
dist_ema_63,0.027082784
mom_63,0.026894093
mom_21,0.026782652
obv_z21,0.024821436
vwap_dist_21,0.02219896
trend_mercado_21,0.020839354
dist_ema_21,0.018118298
mes_11,0.017508756
bb_pctb_21,0.012865679
force_idx_z21,0.0127440095
mes_12,0.010768612
macro_usdbrl_ret,0.0100568915
mes_07,0.00908827
vol_rel_63,0.0073209675
lag_ret_5,0.00629042
lag_ret_21,0.0055357916
z_alpha_21,0.0028224993
lag_ret_1,0.0023128174
vol_rel_21,0.0
dow_seg,0.0
macro_ibov_ret,0.0
z_alpha_63,0.0
mes_01,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
