feature,importance
mom_126,0.10284541
mes_11,0.069407776
mes_10,0.059681796
mom_252,0.05582906
vol_63,0.053416107
risco_mercado_63,0.052257895
mom_21,0.049845237
mes_05,0.043240014
mes_04,0.037705425
vwap_dist_21,0.035689723
risco_mercado_21,0.035588223
dist_ema_63,0.033457704
rsi_21,0.033213727
mom_63,0.032715034
mes_01,0.02998348
vol_21,0.027531007
mes_09,0.025670897
beta_21,0.025024628
cs_rank_126,0.022678388
atr_21,0.021325681
trend_mercado_63,0.018683104
beta_63,0.016439479
trend_mercado_21,0.016260644
cs_rank_21,0.013725026
bb_pctb_21,0.013245746
dist_ema_21,0.012736113
vol_rel_63,0.010746126
macro_ibov_ret,0.008740471
force_idx_z21,0.008399445
mes_07,0.008013752
z_alpha_63,0.006727664
cs_rank_63,0.0044529727
obv_z21,0.004358872
vol_rel_21,0.0036198348
lag_ret_5,0.002023861
lag_ret_21,0.0018419091
lag_ret_1,0.0018134629
macro_usdbrl_ret,0.0010642731
z_alpha_21,0.0
dow_seg,0.0
dow_ter,0.0
mes_03,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
dow_qua,0.0
mes_06,0.0
mes_08,0.0
mes_12,0.0
