feature,importance
trend_mercado_21,0.05727433
atr_21,0.050752927
mes_09,0.049901098
mom_252,0.046773985
cs_rank_126,0.046350177
trend_mercado_63,0.04468512
obv_z21,0.04101267
risco_mercado_63,0.03870319
cs_rank_21,0.034229934
macro_ibov_ret,0.033203535
beta_63,0.032533843
mes_12,0.031420305
mes_02,0.031108378
risco_mercado_21,0.030564517
mes_04,0.030321361
vwap_dist_21,0.030222446
mom_21,0.029541753
vol_63,0.028997174
rsi_21,0.027882151
mom_126,0.027329309
cs_rank_63,0.025918394
vol_21,0.024815505
beta_21,0.024596749
mes_10,0.022402288
dist_ema_63,0.021347353
vol_rel_21,0.020382056
bb_pctb_21,0.019201847
macro_usdbrl_ret,0.018693812
dist_ema_21,0.018582003
z_alpha_63,0.01529838
mom_63,0.013768294
vol_rel_63,0.01151917
lag_ret_1,0.008618848
z_alpha_21,0.0061907438
lag_ret_21,0.004777405
force_idx_z21,0.0010790057
lag_ret_5,0.0
dow_seg,0.0
dow_sex,0.0
dow_ter,0.0
dow_qua,0.0
mes_03,0.0
mes_01,0.0
dow_qui,0.0
mes_05,0.0
mes_08,0.0
mes_07,0.0
mes_06,0.0
mes_11,0.0
