feature,importance
mom_252,0.083409235
risco_mercado_63,0.059907105
mom_63,0.05040125
beta_63,0.047241215
vol_63,0.043953855
atr_21,0.041490443
vol_rel_63,0.039927166
mes_04,0.039319415
cs_rank_21,0.034433372
risco_mercado_21,0.0342167
obv_z21,0.03394756
mes_01,0.033828944
cs_rank_126,0.032516353
cs_rank_63,0.03178788
mom_126,0.031336877
macro_usdbrl_ret,0.029988352
vwap_dist_21,0.029268682
mes_05,0.028238378
beta_21,0.0281199
mom_21,0.027860593
vol_21,0.027425252
trend_mercado_63,0.026724437
rsi_21,0.023375522
mes_12,0.02286934
dist_ema_63,0.01831803
vol_rel_21,0.017728617
trend_mercado_21,0.015780969
force_idx_z21,0.01478045
lag_ret_5,0.010332039
lag_ret_21,0.010019955
bb_pctb_21,0.008849669
z_alpha_21,0.008485703
dist_ema_21,0.007839744
macro_ibov_ret,0.006276971
lag_ret_1,0.0
dow_seg,0.0
z_alpha_63,0.0
dow_sex,0.0
dow_qui,0.0
dow_ter,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
