feature,shap_mean_abs
mom_252,0.035254303
mes_08,0.023837952
mom_63,0.02298806
risco_mercado_21,0.020773055
mes_03,0.020771405
rsi_21,0.016871592
trend_mercado_63,0.016117211
trend_mercado_21,0.0155891515
mes_11,0.008417818
vol_63,0.0073704817
mom_126,0.007216057
risco_mercado_63,0.0068879663
vol_21,0.005483905
cs_rank_126,0.00437936
atr_21,0.0041981945
mes_12,0.0029426438
bb_pctb_21,0.002616682
beta_63,0.0025545163
beta_21,0.0025159845
mes_01,0.0019420047
mes_09,0.0013714936
obv_z21,0.0007604545
dist_ema_21,0.0
lag_ret_5,0.0
lag_ret_21,0.0
lag_ret_1,0.0
vwap_dist_21,0.0
force_idx_z21,0.0
vol_rel_63,0.0
vol_rel_21,0.0
mom_21,0.0
z_alpha_63,0.0
z_alpha_21,0.0
dow_seg,0.0
cs_rank_63,0.0
cs_rank_21,0.0
macro_usdbrl_ret,0.0
macro_ibov_ret,0.0
dist_ema_63,0.0
dow_ter,0.0
dow_qua,0.0
mes_04,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
mes_07,0.0
mes_06,0.0
mes_05,0.0
mes_10,0.0
