feature,importance
mes_03,0.096492544
mes_09,0.07228331
rsi_21,0.069937564
risco_mercado_21,0.06409023
risco_mercado_63,0.04818087
mes_11,0.044321828
mes_07,0.04373158
vol_21,0.04018086
mes_01,0.04013447
mes_05,0.03943971
mes_04,0.039154373
dist_ema_63,0.03823923
mom_63,0.037000224
vwap_dist_21,0.036691904
mom_21,0.03501069
atr_21,0.032240696
beta_21,0.03166202
mom_252,0.022959542
obv_z21,0.02059574
mom_126,0.02018897
beta_63,0.019715881
cs_rank_21,0.018273035
trend_mercado_63,0.0181001
vol_63,0.017953131
cs_rank_126,0.014867086
bb_pctb_21,0.011331467
trend_mercado_21,0.0076620905
cs_rank_63,0.0072851386
dist_ema_21,0.0041120546
lag_ret_21,0.004111295
macro_ibov_ret,0.0030334734
macro_usdbrl_ret,0.0010188962
lag_ret_1,0.0
force_idx_z21,0.0
vol_rel_63,0.0
vol_rel_21,0.0
lag_ret_5,0.0
dow_seg,0.0
z_alpha_63,0.0
z_alpha_21,0.0
dow_ter,0.0
mes_02,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_08,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
