feature,importance
vol_63,0.122216314
mom_252,0.058410324
beta_21,0.05381348
atr_21,0.05343574
mom_126,0.05277366
mes_04,0.052346185
risco_mercado_63,0.04583784
cs_rank_21,0.04479059
trend_mercado_63,0.04429708
cs_rank_126,0.043954547
vol_21,0.04349106
mes_09,0.043331325
mom_63,0.041155078
risco_mercado_21,0.03937838
dist_ema_63,0.031970464
beta_63,0.029454175
mes_02,0.02611055
cs_rank_63,0.022154722
obv_z21,0.019788658
vwap_dist_21,0.019754138
trend_mercado_21,0.018180776
macro_ibov_ret,0.016145661
mom_21,0.015141985
rsi_21,0.012650704
bb_pctb_21,0.012351204
vol_rel_21,0.009681309
lag_ret_21,0.0067337067
force_idx_z21,0.0056997533
lag_ret_1,0.004522989
dist_ema_21,0.003625937
mes_08,0.0029293338
macro_usdbrl_ret,0.0016364525
lag_ret_5,0.0013684463
vol_rel_63,0.00086736464
dow_seg,0.0
z_alpha_21,0.0
z_alpha_63,0.0
dow_sex,0.0
dow_qui,0.0
dow_ter,0.0
dow_qua,0.0
mes_03,0.0
mes_01,0.0
mes_06,0.0
mes_05,0.0
mes_07,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
