feature,importance
mes_07,0.055140097
beta_21,0.041241426
atr_21,0.039662022
obv_z21,0.039048746
cs_rank_63,0.03889861
risco_mercado_63,0.036172166
vol_63,0.035177313
mom_252,0.034129687
force_idx_z21,0.033078562
dist_ema_63,0.03302026
lag_ret_21,0.03238878
mom_126,0.031584464
trend_mercado_21,0.031523444
mom_63,0.031495173
macro_usdbrl_ret,0.03146444
z_alpha_21,0.03130891
vol_21,0.03054101
vwap_dist_21,0.029988773
trend_mercado_63,0.029545123
lag_ret_5,0.029154066
z_alpha_63,0.028991662
mom_21,0.02804074
lag_ret_1,0.026804665
beta_63,0.02616939
bb_pctb_21,0.026011843
vol_rel_21,0.025504889
macro_ibov_ret,0.02538232
risco_mercado_21,0.0248023
vol_rel_63,0.02447074
dow_sex,0.022358678
cs_rank_21,0.01950074
rsi_21,0.01800129
cs_rank_126,0.009397726
dist_ema_21,0.0
dow_seg,0.0
dow_qua,0.0
dow_ter,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_qui,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
