feature,shap_mean_abs
z_alpha_63,0.024362728
dow_seg,0.021176336
vol_rel_63,0.02109017
vol_63,0.014981459
vol_rel_21,0.013775895
z_alpha_21,0.012523669
lag_ret_1,0.011530841
risco_mercado_21,0.010693205
dist_ema_63,0.009259791
beta_21,0.008910898
mom_126,0.008803282
risco_mercado_63,0.008561565
cs_rank_21,0.008493727
dist_ema_21,0.00789808
mes_07,0.007764777
vwap_dist_21,0.0074728588
mes_10,0.007370963
trend_mercado_21,0.0072757504
atr_21,0.006899105
obv_z21,0.0065987133
macro_usdbrl_ret,0.0065685343
cs_rank_126,0.005656052
force_idx_z21,0.005438954
beta_63,0.004952083
mom_63,0.0043083904
bb_pctb_21,0.0042593307
rsi_21,0.0037530004
vol_21,0.0035634066
lag_ret_5,0.0028079525
mes_05,0.002806707
lag_ret_21,0.0014007724
mom_21,0.0010474075
mom_252,0.0
cs_rank_63,0.0
trend_mercado_63,0.0
macro_ibov_ret,0.0
dow_ter,0.0
mes_01,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
