feature,importance
mom_252,0.067263246
vol_21,0.062304962
risco_mercado_21,0.061543737
trend_mercado_63,0.059461806
mom_126,0.05878497
mom_63,0.04890128
cs_rank_126,0.04756584
beta_21,0.045005586
mes_11,0.040161807
mes_01,0.03790389
mes_12,0.037215076
dist_ema_21,0.036333133
mes_10,0.03575033
mes_02,0.03383381
mes_06,0.03323228
cs_rank_63,0.029467115
mes_09,0.028374005
vol_63,0.028153274
atr_21,0.026651671
dist_ema_63,0.026288101
risco_mercado_63,0.023301607
trend_mercado_21,0.021290032
cs_rank_21,0.0152849
beta_63,0.0148339085
vwap_dist_21,0.01230602
bb_pctb_21,0.011503581
mes_08,0.008607915
mom_21,0.008578025
obv_z21,0.008427279
lag_ret_21,0.007623946
rsi_21,0.00540232
lag_ret_5,0.004540584
vol_rel_21,0.0038265036
macro_ibov_ret,0.0032737544
lag_ret_1,0.0026836654
macro_usdbrl_ret,0.0022893636
force_idx_z21,0.00113517
z_alpha_21,0.0008954721
vol_rel_63,0.0
dow_seg,0.0
z_alpha_63,0.0
mes_04,0.0
mes_03,0.0
dow_qui,0.0
dow_sex,0.0
dow_qua,0.0
dow_ter,0.0
mes_07,0.0
mes_05,0.0
