feature,importance
mes_03,0.063337214
mom_126,0.054725256
vol_21,0.046600856
cs_rank_126,0.04586778
vol_63,0.04574485
mom_63,0.045135885
trend_mercado_63,0.04481404
macro_usdbrl_ret,0.041396447
mes_08,0.03856407
risco_mercado_21,0.038246162
risco_mercado_63,0.034940165
rsi_21,0.033891015
force_idx_z21,0.032689266
vol_rel_21,0.031766072
atr_21,0.031369105
beta_63,0.030516962
dist_ema_63,0.029895382
mes_06,0.029688124
mom_252,0.029496485
bb_pctb_21,0.02874571
mom_21,0.026035909
beta_21,0.024173405
cs_rank_63,0.023302844
dist_ema_21,0.02303496
mes_09,0.022675047
obv_z21,0.022124961
vwap_dist_21,0.02017846
vol_rel_63,0.018688042
z_alpha_63,0.013489133
lag_ret_1,0.00910399
lag_ret_21,0.008172483
macro_ibov_ret,0.0054489723
trend_mercado_21,0.005362542
lag_ret_5,0.0007784037
dow_seg,0.0
z_alpha_21,0.0
cs_rank_21,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_02,0.0
mes_01,0.0
mes_05,0.0
mes_07,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
