feature,importance
vol_63,0.06912068
mes_06,0.066016406
mes_04,0.057387363
cs_rank_63,0.05533269
risco_mercado_63,0.050570875
mes_11,0.04824646
mom_252,0.043703336
trend_mercado_63,0.04324868
beta_21,0.042837672
mes_08,0.0424412
mes_10,0.04099827
vol_21,0.038723882
vol_rel_63,0.038135026
mom_63,0.03608004
atr_21,0.03558695
mes_05,0.03503679
beta_63,0.028688
cs_rank_21,0.025125645
risco_mercado_21,0.022710687
obv_z21,0.022689922
mom_126,0.021871058
dist_ema_21,0.020884726
trend_mercado_21,0.017242746
vwap_dist_21,0.01705136
rsi_21,0.012499175
dist_ema_63,0.012126029
bb_pctb_21,0.011220275
z_alpha_63,0.008403123
mom_21,0.0074885436
cs_rank_126,0.006527928
lag_ret_5,0.0055491747
vol_rel_21,0.003732871
macro_usdbrl_ret,0.0026946478
z_alpha_21,0.002559746
lag_ret_21,0.002179156
lag_ret_1,0.0020047787
macro_ibov_ret,0.001994494
mes_07,0.0012464087
dow_qua,4.320081e-05
force_idx_z21,0.0
dow_seg,0.0
mes_03,0.0
mes_02,0.0
mes_01,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
mes_09,0.0
mes_12,0.0
