feature,importance
mes_02,0.12871547
obv_z21,0.06199184
z_alpha_21,0.05608579
z_alpha_63,0.0396102
trend_mercado_21,0.037675515
vol_rel_63,0.032199647
atr_21,0.032008804
mes_08,0.031193577
lag_ret_1,0.031076686
risco_mercado_63,0.03071732
force_idx_z21,0.02933787
macro_ibov_ret,0.029131658
bb_pctb_21,0.028584983
vwap_dist_21,0.028006846
risco_mercado_21,0.026604712
cs_rank_126,0.02538886
vol_21,0.024985453
lag_ret_5,0.024398701
trend_mercado_63,0.024172695
cs_rank_63,0.023981566
mom_126,0.023641642
macro_usdbrl_ret,0.023544347
mom_252,0.023410583
dist_ema_21,0.023030942
vol_rel_21,0.022985261
mom_63,0.022322476
rsi_21,0.022021456
lag_ret_21,0.02178848
beta_21,0.020743899
dist_ema_63,0.016138116
beta_63,0.0135228345
vol_63,0.012000379
mom_21,0.008981342
dow_seg,0.0
cs_rank_21,0.0
dow_qui,0.0
dow_ter,0.0
dow_sex,0.0
mes_01,0.0
mes_03,0.0
dow_qua,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
