feature,importance
beta_63,0.09443529
atr_21,0.08910945
mes_02,0.054175835
trend_mercado_63,0.051569417
z_alpha_21,0.048941106
risco_mercado_63,0.045360282
dist_ema_21,0.04317751
obv_z21,0.040933438
mes_11,0.03924994
cs_rank_63,0.034766078
vol_21,0.03465501
risco_mercado_21,0.033568278
mom_252,0.030490605
rsi_21,0.030120455
vol_rel_63,0.029456094
mom_126,0.027493333
dist_ema_63,0.023522377
vol_rel_21,0.023329576
mom_63,0.023178592
cs_rank_21,0.023116706
vol_63,0.022476058
macro_usdbrl_ret,0.02157433
beta_21,0.021349091
bb_pctb_21,0.020347452
mes_12,0.018903052
cs_rank_126,0.01832258
lag_ret_21,0.016181817
mom_21,0.01186397
trend_mercado_21,0.010760233
mes_08,0.010464016
lag_ret_1,0.0042764912
vwap_dist_21,0.0028315599
lag_ret_5,0.0
force_idx_z21,0.0
dow_seg,0.0
macro_ibov_ret,0.0
z_alpha_63,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
mes_01,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_10,0.0
mes_09,0.0
