feature,shap_mean_abs
macro_usdbrl_ret,0.010012416
beta_63,0.008388645
z_alpha_21,0.0072314343
mom_126,0.0051212464
lag_ret_1,0.004986403
lag_ret_5,0.0049708746
vol_63,0.0048565734
risco_mercado_63,0.004651816
z_alpha_63,0.004576445
force_idx_z21,0.003944408
cs_rank_126,0.0039424277
trend_mercado_21,0.0039016434
atr_21,0.0033638105
beta_21,0.0031726733
vol_rel_21,0.0029522786
rsi_21,0.0022499403
vol_rel_63,0.00220035
mom_21,0.0021215559
lag_ret_21,0.0020882268
mom_63,0.0020756947
dist_ema_21,0.00206768
dow_qui,0.0020136053
dist_ema_63,0.0014084207
obv_z21,0.0013286157
mom_252,0.0009306228
trend_mercado_63,0.00093013176
mes_08,0.00071828713
risco_mercado_21,0.000718284
vwap_dist_21,0.00059375766
cs_rank_21,0.000570631
vol_21,0.0005688792
dow_sex,0.000477817
macro_ibov_ret,0.00044917085
dow_qua,0.0004161318
bb_pctb_21,0.00039146695
dow_seg,0.0
cs_rank_63,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_ter,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
