feature,shap_mean_abs
mom_252,0.02839783
risco_mercado_63,0.020369938
vol_63,0.017244857
vwap_dist_21,0.0092289755
mom_126,0.009006617
atr_21,0.006387296
vol_21,0.0063570226
mom_63,0.0055648945
bb_pctb_21,0.0044782264
beta_63,0.0043989327
cs_rank_126,0.0038478912
beta_21,0.0029023036
dist_ema_63,0.002629101
mom_21,0.0024567086
risco_mercado_21,0.002251905
cs_rank_21,0.0022511352
trend_mercado_63,0.002081092
trend_mercado_21,0.001323741
rsi_21,0.00093808264
dist_ema_21,0.0008438477
vol_rel_63,0.0006433247
vol_rel_21,0.00059644174
lag_ret_1,0.0
lag_ret_5,0.0
lag_ret_21,0.0
force_idx_z21,0.0
obv_z21,0.0
macro_ibov_ret,0.0
z_alpha_21,0.0
z_alpha_63,0.0
macro_usdbrl_ret,0.0
cs_rank_63,0.0
dow_seg,0.0
dow_ter,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
