feature,importance
beta_63,0.092352256
risco_mercado_63,0.080313876
mes_09,0.07096795
mes_05,0.06794542
beta_21,0.06509242
cs_rank_63,0.05584548
trend_mercado_63,0.051627755
mes_04,0.042145364
mom_126,0.04148929
mom_252,0.038387217
mom_21,0.037901036
bb_pctb_21,0.034583505
trend_mercado_21,0.03310538
rsi_21,0.03240653
mom_63,0.030538928
dist_ema_63,0.030428156
vol_63,0.028339459
vol_21,0.020774528
atr_21,0.018403754
cs_rank_126,0.016048705
dist_ema_21,0.015692467
cs_rank_21,0.01452624
risco_mercado_21,0.013634541
vwap_dist_21,0.012803521
obv_z21,0.012401219
vol_rel_63,0.009182893
vol_rel_21,0.008004546
lag_ret_5,0.007103074
lag_ret_1,0.006494495
z_alpha_21,0.004226958
force_idx_z21,0.0029056445
macro_usdbrl_ret,0.0028932649
z_alpha_63,0.0013488606
macro_ibov_ret,8.5296415e-05
lag_ret_21,0.0
dow_seg,0.0
dow_ter,0.0
dow_sex,0.0
mes_01,0.0
dow_qui,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
