feature,shap_mean_abs
trend_mercado_63,0.014450636
beta_21,0.013656996
atr_21,0.010011522
vol_21,0.0088625075
mom_252,0.008430055
risco_mercado_63,0.006202988
mes_08,0.0052341702
vwap_dist_21,0.004737049
vol_63,0.003536179
macro_ibov_ret,0.002594833
beta_63,0.0012451444
vol_rel_21,0.0012273128
rsi_21,0.0011560553
dist_ema_63,0.0011363528
mom_21,0.001072467
trend_mercado_21,0.0008480669
lag_ret_1,0.0
dist_ema_21,0.0
force_idx_z21,0.0
vol_rel_63,0.0
obv_z21,0.0
mom_63,0.0
lag_ret_21,0.0
lag_ret_5,0.0
mom_126,0.0
risco_mercado_21,0.0
z_alpha_63,0.0
z_alpha_21,0.0
macro_usdbrl_ret,0.0
cs_rank_21,0.0
cs_rank_63,0.0
cs_rank_126,0.0
bb_pctb_21,0.0
dow_seg,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_sex,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
