feature,importance
mom_252,0.09127505
risco_mercado_63,0.07661787
cs_rank_63,0.05270656
mes_04,0.04867871
mes_03,0.04571997
vol_63,0.04525107
mom_63,0.04488668
mom_126,0.043253314
mes_11,0.0387666
beta_21,0.037596397
atr_21,0.03699696
vol_rel_21,0.034226723
vwap_dist_21,0.03416042
z_alpha_63,0.03167667
mes_01,0.029796215
mes_07,0.028877748
risco_mercado_21,0.028443377
mes_09,0.026995528
bb_pctb_21,0.026867142
beta_63,0.025412664
vol_21,0.022907471
dist_ema_63,0.020127468
trend_mercado_21,0.020062381
lag_ret_1,0.01665284
vol_rel_63,0.014964979
trend_mercado_63,0.014635452
mom_21,0.011329753
cs_rank_21,0.010784775
cs_rank_126,0.009112436
obv_z21,0.009091961
dow_ter,0.0054098796
lag_ret_21,0.0048246137
macro_usdbrl_ret,0.0044783666
dist_ema_21,0.0042124684
macro_ibov_ret,0.0031994877
lag_ret_5,0.0
force_idx_z21,0.0
rsi_21,0.0
z_alpha_21,0.0
dow_seg,0.0
dow_sex,0.0
mes_02,0.0
dow_qua,0.0
dow_qui,0.0
mes_05,0.0
mes_08,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
