feature,shap_mean_abs
trend_mercado_63,0.047068562
vol_21,0.039481524
vol_63,0.030040836
mom_252,0.029443964
risco_mercado_63,0.02326836
atr_21,0.019349959
mom_126,0.017391259
beta_63,0.011188374
mes_09,0.008525682
mes_10,0.0056659835
mom_63,0.004983398
mes_04,0.003669711
risco_mercado_21,0.0036155912
bb_pctb_21,0.0028984344
mom_21,0.002656468
cs_rank_63,0.002032421
mes_11,0.001838679
dist_ema_63,0.0016941846
mes_02,0.0016272481
vwap_dist_21,0.0013590428
beta_21,0.0010805029
obv_z21,0.0009783035
cs_rank_21,0.00022393621
lag_ret_5,0.0001228718
lag_ret_1,0.0
dist_ema_21,0.0
rsi_21,0.0
force_idx_z21,0.0
vol_rel_63,0.0
vol_rel_21,0.0
lag_ret_21,0.0
macro_ibov_ret,0.0
z_alpha_63,0.0
dow_seg,0.0
cs_rank_126,0.0
trend_mercado_21,0.0
macro_usdbrl_ret,0.0
z_alpha_21,0.0
dow_sex,0.0
dow_ter,0.0
dow_qua,0.0
mes_03,0.0
mes_01,0.0
dow_qui,0.0
mes_05,0.0
mes_08,0.0
mes_07,0.0
mes_06,0.0
mes_12,0.0
