feature,importance
vol_63,0.044020753
z_alpha_21,0.041966747
dow_qui,0.041801672
atr_21,0.038029227
risco_mercado_63,0.036150847
z_alpha_63,0.03594281
dist_ema_63,0.035367306
mom_126,0.03517485
beta_63,0.034028526
dow_seg,0.03302395
obv_z21,0.03256355
mom_21,0.032479927
force_idx_z21,0.03196799
mom_252,0.030978972
vol_21,0.030773599
lag_ret_1,0.030257259
lag_ret_5,0.030089362
vol_rel_63,0.029527614
cs_rank_21,0.02929825
lag_ret_21,0.028751457
mom_63,0.028322894
beta_21,0.027805809
trend_mercado_21,0.027060838
rsi_21,0.026910977
bb_pctb_21,0.025980692
macro_usdbrl_ret,0.025040366
risco_mercado_21,0.024256261
macro_ibov_ret,0.023548035
cs_rank_126,0.020258222
trend_mercado_63,0.019868007
vwap_dist_21,0.019147582
cs_rank_63,0.01835157
dist_ema_21,0.017072355
vol_rel_21,0.014181716
dow_ter,0.0
dow_qua,0.0
dow_sex,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
