feature,importance
vol_63,0.057400204
mes_07,0.052987155
mes_05,0.044851597
cs_rank_126,0.03864165
vwap_dist_21,0.037126724
mes_04,0.03566843
beta_21,0.03415424
atr_21,0.03382247
rsi_21,0.033059694
risco_mercado_63,0.03220515
force_idx_z21,0.03129037
mes_08,0.030424446
beta_63,0.029923262
vol_21,0.028655857
mes_12,0.028270533
mom_126,0.026008934
mom_252,0.02499207
z_alpha_63,0.024941418
risco_mercado_21,0.024374507
bb_pctb_21,0.023590723
mom_63,0.022945998
dist_ema_21,0.022673732
dist_ema_63,0.022314897
trend_mercado_63,0.021593776
cs_rank_63,0.020990565
macro_ibov_ret,0.019847495
lag_ret_1,0.019447947
obv_z21,0.019172288
trend_mercado_21,0.018802533
mom_21,0.018619858
cs_rank_21,0.017882619
mes_10,0.017162744
vol_rel_63,0.017054193
mes_02,0.01696395
macro_usdbrl_ret,0.014101371
vol_rel_21,0.011994792
dow_seg,0.009869796
lag_ret_21,0.009577533
lag_ret_5,0.0065944945
z_alpha_21,0.0
dow_ter,0.0
mes_03,0.0
mes_01,0.0
dow_qui,0.0
dow_sex,0.0
dow_qua,0.0
mes_06,0.0
mes_09,0.0
mes_11,0.0
