feature,shap_mean_abs
trend_mercado_63,0.033666886
mom_252,0.020131035
vol_21,0.017634967
mom_126,0.013847047
risco_mercado_21,0.013179197
risco_mercado_63,0.0120460065
atr_21,0.011246667
dist_ema_63,0.0054500317
vol_63,0.0045389216
cs_rank_63,0.004229875
mom_21,0.0038001486
lag_ret_1,0.003247787
mom_63,0.003165065
obv_z21,0.0025975867
rsi_21,0.0025263864
beta_21,0.0022802223
vwap_dist_21,0.0021977823
dist_ema_21,0.0019428481
beta_63,0.001866704
mes_09,0.0017472209
bb_pctb_21,0.0012176305
trend_mercado_21,0.0011510692
lag_ret_5,0.0010650052
vol_rel_21,0.0004467675
lag_ret_21,0.0
force_idx_z21,0.0
vol_rel_63,0.0
macro_ibov_ret,0.0
z_alpha_63,0.0
macro_usdbrl_ret,0.0
cs_rank_21,0.0
cs_rank_126,0.0
z_alpha_21,0.0
dow_seg,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_sex,0.0
mes_04,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
