feature,importance
risco_mercado_63,0.05228834
vol_63,0.050795775
mes_08,0.048737254
mes_10,0.04745948
trend_mercado_21,0.047347974
mom_126,0.046620935
dist_ema_63,0.044944156
mes_01,0.03843556
mom_252,0.03715967
atr_21,0.03648032
cs_rank_63,0.03456054
mes_05,0.034423742
vol_21,0.034236442
mes_03,0.03274279
beta_63,0.030277563
cs_rank_21,0.030252684
mom_63,0.03022673
trend_mercado_63,0.03004674
mes_06,0.029105209
risco_mercado_21,0.028154781
mes_04,0.025257872
mom_21,0.024216076
beta_21,0.022843087
obv_z21,0.01977179
cs_rank_126,0.01860219
vol_rel_21,0.017617125
bb_pctb_21,0.01742775
dist_ema_21,0.015105685
vwap_dist_21,0.015087173
mes_09,0.013439909
z_alpha_63,0.009194761
rsi_21,0.008538493
vol_rel_63,0.007884151
force_idx_z21,0.006767526
z_alpha_21,0.006026877
lag_ret_5,0.00406079
lag_ret_21,0.003862075
lag_ret_1,0.0
dow_seg,0.0
macro_ibov_ret,0.0
macro_usdbrl_ret,0.0
mes_02,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
mes_07,0.0
mes_11,0.0
mes_12,0.0
