feature,importance
mes_08,0.03986543
mom_21,0.037219614
lag_ret_1,0.037036568
atr_21,0.037021484
cs_rank_126,0.036282457
force_idx_z21,0.035442926
cs_rank_21,0.03543167
dist_ema_21,0.03346712
macro_usdbrl_ret,0.033345234
vol_63,0.032874294
lag_ret_5,0.031487215
bb_pctb_21,0.031443827
z_alpha_63,0.031218784
beta_63,0.031052358
obv_z21,0.030625876
mom_63,0.030501578
dow_seg,0.029841807
dist_ema_63,0.029672459
mes_05,0.029651621
trend_mercado_63,0.029572291
beta_21,0.028028395
risco_mercado_63,0.026399642
trend_mercado_21,0.026080685
risco_mercado_21,0.024381684
vol_21,0.024325835
mom_252,0.02390304
vol_rel_21,0.02381417
rsi_21,0.023486197
mom_126,0.022775766
dow_sex,0.02060347
macro_ibov_ret,0.020244805
vol_rel_63,0.020038035
lag_ret_21,0.0199967
vwap_dist_21,0.017717259
z_alpha_21,0.015149673
cs_rank_63,0.0
dow_ter,0.0
mes_01,0.0
mes_02,0.0
dow_qua,0.0
dow_qui,0.0
mes_04,0.0
mes_03,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
