feature,importance
obv_z21,0.05979286
beta_63,0.054596677
mom_126,0.051452618
mes_08,0.048449885
risco_mercado_63,0.04573457
vol_63,0.043524984
vol_rel_21,0.041587632
trend_mercado_63,0.040878035
mes_05,0.040764097
cs_rank_63,0.040368296
mes_09,0.037377752
mes_11,0.034979515
vol_21,0.033805892
cs_rank_21,0.030782899
mom_252,0.030738713
mes_01,0.03016009
mom_21,0.029064642
mes_04,0.028225219
cs_rank_126,0.025908127
trend_mercado_21,0.023198796
atr_21,0.022598006
force_idx_z21,0.021760212
risco_mercado_21,0.021442642
mom_63,0.020663986
z_alpha_21,0.01624096
dist_ema_63,0.015386191
z_alpha_63,0.014904602
vol_rel_63,0.014826337
rsi_21,0.014087371
vwap_dist_21,0.011757773
dist_ema_21,0.01114297
bb_pctb_21,0.011105009
beta_21,0.010178188
lag_ret_21,0.008925449
lag_ret_5,0.0038702232
macro_usdbrl_ret,0.0038158735
macro_ibov_ret,0.0035052244
lag_ret_1,0.0023976946
dow_seg,0.0
dow_ter,0.0
dow_qua,0.0
mes_03,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
mes_07,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
