feature,importance
vol_63,0.15111363
mes_04,0.07955225
cs_rank_63,0.050122138
beta_63,0.04254698
mes_07,0.04178949
risco_mercado_63,0.038554356
mom_63,0.037431993
mes_09,0.037294757
dist_ema_63,0.034957197
risco_mercado_21,0.032282706
mes_12,0.031860698
cs_rank_126,0.031459585
mes_06,0.030532163
mom_126,0.030335817
mom_252,0.030136272
rsi_21,0.029246468
trend_mercado_63,0.028369727
atr_21,0.028230287
vol_21,0.023312181
trend_mercado_21,0.023040796
mom_21,0.018506644
beta_21,0.018448872
mes_02,0.016590372
dist_ema_21,0.013562984
bb_pctb_21,0.011980775
mes_05,0.011193401
cs_rank_21,0.011064719
mes_03,0.010965742
vwap_dist_21,0.010253366
z_alpha_21,0.008988915
mes_08,0.0071149026
obv_z21,0.0062116655
z_alpha_63,0.00442605
macro_ibov_ret,0.003542753
macro_usdbrl_ret,0.0032191933
force_idx_z21,0.002666384
lag_ret_1,0.0023052674
vol_rel_63,0.0020777935
lag_ret_21,0.0017610319
lag_ret_5,0.0016356357
vol_rel_21,0.0013140297
dow_seg,0.0
mes_01,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
dow_qua,0.0
mes_10,0.0
mes_11,0.0
