feature,importance
mes_08,0.06795323
risco_mercado_63,0.05261736
beta_21,0.049550433
mom_63,0.04565833
cs_rank_126,0.045063816
mes_05,0.044830546
mes_01,0.044550646
vol_21,0.040673647
vol_63,0.039369553
beta_63,0.038844433
atr_21,0.03726602
dist_ema_63,0.037125025
vwap_dist_21,0.036281526
mom_126,0.03516022
z_alpha_63,0.034497716
trend_mercado_63,0.030421773
mom_21,0.029349484
vol_rel_63,0.028174061
lag_ret_1,0.02689057
rsi_21,0.02569342
trend_mercado_21,0.024145618
z_alpha_21,0.020803982
cs_rank_63,0.019483505
mom_252,0.019110013
dist_ema_21,0.017327288
risco_mercado_21,0.016508244
lag_ret_21,0.014178396
bb_pctb_21,0.012455034
vol_rel_21,0.0117867775
cs_rank_21,0.010946937
lag_ret_5,0.010431532
force_idx_z21,0.010359458
macro_ibov_ret,0.009187129
obv_z21,0.006955107
macro_usdbrl_ret,0.0063491887
dow_seg,0.0
dow_ter,0.0
dow_sex,0.0
mes_02,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
