feature,importance
mes_05,0.07268538
risco_mercado_63,0.07232734
mes_08,0.07138501
mes_01,0.058675177
dist_ema_63,0.055074867
beta_21,0.04902732
cs_rank_21,0.046412542
cs_rank_126,0.045957524
vol_21,0.044398695
beta_63,0.038847536
vol_63,0.038685136
vol_rel_63,0.038559705
trend_mercado_63,0.038102087
obv_z21,0.03659654
mom_63,0.034037523
vol_rel_21,0.03230623
mes_09,0.029150961
dist_ema_21,0.0276089
trend_mercado_21,0.027172185
vwap_dist_21,0.025898324
atr_21,0.02516067
mom_21,0.018321922
mom_252,0.017411815
cs_rank_63,0.013038416
z_alpha_63,0.011388046
rsi_21,0.008855274
lag_ret_21,0.006769513
risco_mercado_21,0.0054253354
macro_ibov_ret,0.003226179
macro_usdbrl_ret,0.0030035186
mom_126,0.002455278
bb_pctb_21,0.0020350649
lag_ret_1,0.0
force_idx_z21,0.0
lag_ret_5,0.0
dow_seg,0.0
z_alpha_21,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_06,0.0
mes_07,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
