feature,shap_mean_abs
mom_252,0.023300558
risco_mercado_63,0.021201555
cs_rank_63,0.010898782
trend_mercado_63,0.00795086
cs_rank_126,0.006154848
macro_ibov_ret,0.0053999135
mom_63,0.005082707
dist_ema_21,0.0050166324
mom_126,0.004776251
vol_21,0.004000692
bb_pctb_21,0.0029612316
vol_63,0.002682247
mes_08,0.0021881477
rsi_21,0.0020472356
atr_21,0.0018172126
z_alpha_21,0.0018064104
vwap_dist_21,0.0015763814
obv_z21,0.0011665851
lag_ret_1,0.00029824668
force_idx_z21,0.0
vol_rel_63,0.0
lag_ret_5,0.0
mom_21,0.0
vol_rel_21,0.0
lag_ret_21,0.0
risco_mercado_21,0.0
z_alpha_63,0.0
beta_63,0.0
beta_21,0.0
macro_usdbrl_ret,0.0
trend_mercado_21,0.0
cs_rank_21,0.0
dist_ema_63,0.0
dow_seg,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_sex,0.0
mes_04,0.0
mes_05,0.0
mes_06,0.0
mes_07,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
