feature,importance
mom_126,0.078191176
dist_ema_63,0.057614777
risco_mercado_63,0.057011507
risco_mercado_21,0.05682484
mom_21,0.055857964
atr_21,0.0530151
beta_21,0.05141255
beta_63,0.04470581
cs_rank_126,0.042409953
rsi_21,0.04237251
vol_21,0.040673558
trend_mercado_63,0.03543434
cs_rank_63,0.03478676
mes_01,0.029830584
trend_mercado_21,0.029387606
mes_12,0.028542003
mom_252,0.027871946
vol_63,0.023614537
mom_63,0.022093588
bb_pctb_21,0.021894451
mes_08,0.020996848
vol_rel_21,0.018401032
mes_07,0.018349957
obv_z21,0.018081725
lag_ret_21,0.016276117
macro_ibov_ret,0.015175963
vwap_dist_21,0.0147164995
lag_ret_5,0.013534113
vol_rel_63,0.009598394
lag_ret_1,0.009574576
cs_rank_21,0.0061843554
z_alpha_63,0.005245802
dist_ema_21,0.0003190134
force_idx_z21,0.0
dow_seg,0.0
z_alpha_21,0.0
macro_usdbrl_ret,0.0
dow_sex,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_06,0.0
mes_05,0.0
mes_09,0.0
mes_10,0.0
mes_11,0.0
