feature,importance
beta_21,0.04767562
macro_usdbrl_ret,0.041642256
dist_ema_63,0.04044755
bb_pctb_21,0.038675077
trend_mercado_21,0.037372813
vol_rel_63,0.0356766
force_idx_z21,0.03480504
macro_ibov_ret,0.034566153
dow_ter,0.033705056
z_alpha_63,0.032365594
atr_21,0.03220496
cs_rank_21,0.031487796
risco_mercado_63,0.03131596
z_alpha_21,0.03131552
risco_mercado_21,0.031124933
vol_63,0.030007409
mes_11,0.029599415
lag_ret_21,0.028765298
mom_63,0.028426427
obv_z21,0.028136054
lag_ret_1,0.027794808
cs_rank_126,0.027542021
dist_ema_21,0.02677045
beta_63,0.026063625
vol_21,0.024485577
vol_rel_21,0.023465138
mom_126,0.0226062
vwap_dist_21,0.021705454
mes_09,0.019361893
mes_08,0.018798638
mom_252,0.01799251
cs_rank_63,0.01756876
mom_21,0.017392678
lag_ret_5,0.015377733
trend_mercado_63,0.013758989
rsi_21,0.0
dow_seg,0.0
mes_01,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
