date,ticker,close,y_real,y_pred,erro,fold
2023-05-16,SUZB3,40.484905,0.04801643327527024,-0.006247511599212885,0.054263944874483126,1
2023-05-17,SUZB3,40.503433,0.01947537046161858,-0.006247511599212885,0.025722882060831464,1
2023-05-18,SUZB3,42.003902,-0.027497031825043056,-0.005728985648602247,-0.02176804617644081,1
2023-05-19,SUZB3,42.068737,-0.0015423473793959933,-0.005728985648602247,0.004186638269206254,1
2023-05-22,SUZB3,41.846443,0.004417022911063288,-0.006247511599212885,0.010664534510276172,1
2023-05-23,SUZB3,42.476273,-0.01626771729346955,-0.0077677564695477486,-0.008499960823921803,1
2023-05-24,SUZB3,41.299984,0.004251864894267353,-0.010403313674032688,0.01465517856830004,1
2023-05-25,SUZB3,40.864655,0.019749409312955865,-0.008364541456103325,0.02811395076905919,1
2023-05-26,SUZB3,42.003902,0.02332021123572752,-0.00909078773111105,0.03241099896683857,1
2023-05-29,SUZB3,42.03169,0.031025387612782354,-0.00909078773111105,0.040116175343893404,1
2023-05-30,SUZB3,41.79087,0.03954461566939676,-0.00909078773111105,0.04863540340050781,1
2023-05-31,SUZB3,41.47596,0.023177367303115412,-0.00909078773111105,0.03226815503422646,1
2023-06-01,SUZB3,41.67973,0.005319208332081424,-0.010403313674032688,0.015722522006114112,1
2023-06-02,SUZB3,42.994953,0.0060138907404039986,-0.0077677564695477486,0.013781647209951748,1
2023-06-05,SUZB3,43.35618,0.005113968531446161,-0.0077677564695477486,0.01288172500099391,1
2023-06-06,SUZB3,43.476585,-0.006197123570837041,-0.0077677564695477486,0.0015706328987107072,1
2023-06-07,SUZB3,42.44849,0.053320383597280016,-0.010403313674032688,0.0637236972713127,1
2023-06-09,SUZB3,41.902023,0.0654498051404215,-0.010403313674032688,0.07585311881445418,1
2023-06-12,SUZB3,43.2543,0.021187143917776177,-0.00909078773111105,0.030277931648887226,1
2023-06-13,SUZB3,43.57847,0.00825490782970843,-0.0077677564695477486,0.016022664299256178,1
2023-06-14,SUZB3,43.20799,-0.0036508726831960903,-0.010403313674032688,0.006752440990836598,1
2023-06-15,SUZB3,44.77329,-0.05266609996350997,-0.00828628335148096,-0.044379816612029006,1
2023-06-16,SUZB3,44.73624,-0.050095386747755724,-0.0077677564695477486,-0.042327630278207976,1
2023-06-19,SUZB3,44.18051,-0.04480438854276662,-0.010403313674032688,-0.03440107486873393,1
2023-06-20,SUZB3,43.939693,-0.05636504566068615,-0.00909078773111105,-0.0472742579295751,1
2023-06-21,SUZB3,43.05053,-0.05097641079229973,-0.010403313674032688,-0.040573097118267044,1
2023-06-22,SUZB3,42.476273,-0.04026786604563138,-0.00909078773111105,-0.03117707831452033,1
2023-06-23,SUZB3,42.55037,-0.03815898043228169,-0.00909078773111105,-0.029068192701170642,1
2023-06-26,SUZB3,42.24472,-0.030949833570762867,-0.00909078773111105,-0.021859045839651817,1
2023-06-27,SUZB3,41.531536,-0.002456252280712477,-0.00909078773111105,0.006634535450398573,1
2023-06-28,SUZB3,40.910965,0.0063192699765627185,-0.00909078773111105,0.015410057707673768,1
2023-06-29,SUZB3,40.799824,0.0013611504157137306,-0.010403313674032688,0.01176446408974642,1
2023-06-30,SUZB3,40.95728,0.006536653590300252,-0.00909078773111105,0.015627441321411303,1
2023-07-03,SUZB3,40.95728,-0.004306013431589796,-0.00909078773111105,0.004784774299521254,1
2023-07-04,SUZB3,41.42965,-0.015319030635780648,-0.00909078773111105,-0.006228242904669598,1
2023-07-05,SUZB3,41.17031,-0.006092806227532125,-0.00909078773111105,0.0029979815035789245,1
2023-07-06,SUZB3,40.855396,0.0058770025789455236,-0.00909078773111105,0.014967790310056572,1
2023-07-07,SUZB3,41.22588,0.0008983559433654378,-0.00909078773111105,0.009989143674476487,1
2023-07-10,SUZB3,40.781296,0.008368273835110364,-0.00909078773111105,0.017459061566221415,1
2023-07-11,SUZB3,40.799824,0.011735537491187917,-0.00909078773111105,0.020826325222298967,1
2023-07-12,SUZB3,40.92023,-0.016201206969121584,-0.005043637473136187,-0.011157569495985398,1
2023-07-13,SUZB3,41.09621,-0.016360241191056408,-0.005043637473136187,-0.011316603717920221,1
2023-07-14,SUZB3,41.26293,-0.01105981348682981,-0.002974329050630331,-0.00808548443619948,1
2023-07-17,SUZB3,41.123997,0.013867343828899438,0.0025906406808644533,0.011276703148034984,1
2023-07-18,SUZB3,41.281452,0.01469965863993823,0.0025906406808644533,0.012109017959073777,1
2023-07-19,SUZB3,40.262615,0.06673598635802934,-0.004286855459213257,0.0710228418172426,1
2023-07-20,SUZB3,40.429337,0.07819068387056446,-0.005043637473136187,0.08323432134370065,1
2023-07-21,SUZB3,40.809086,0.06905336152350457,-0.005043637473136187,0.07409699899664075,1
2023-07-24,SUZB3,41.69825,0.06555152377042528,-0.005848399363458157,0.07139992313388344,1
2023-07-25,SUZB3,41.892757,0.06732597808147596,-0.005848399363458157,0.07317437744493412,1
2023-07-26,SUZB3,43.041267,0.03009978223213458,-0.005848399363458157,0.03594818159559274,1
2023-07-27,SUZB3,43.717407,0.05040298786964344,0.0009813748765736818,0.049421612993069755,1
2023-07-28,SUZB3,43.726665,0.06280281216397685,0.0009813748765736818,0.061821437287403164,1
2023-07-31,SUZB3,44.523212,0.049711020155456524,-0.00340889859944582,0.053119918754902344,1
2023-08-01,SUZB3,44.81034,0.02792389425449551,-0.0030813361518085003,0.03100523040630401,1
2023-08-02,SUZB3,44.356495,0.029017211648322314,-0.004221989307552576,0.03323920095587489,1
2023-08-03,SUZB3,45.97737,-0.005859229157635739,-0.00537062855437398,-0.0004886006032617596,1
2023-08-04,SUZB3,46.56089,-0.001991386736446606,-0.00537062855437398,0.0033792418179273737,1
