feature,importance
mes_08,0.050727308
mes_11,0.045168404
mes_12,0.041068774
mes_09,0.03932363
atr_21,0.037773035
lag_ret_21,0.032933615
force_idx_z21,0.032460853
macro_usdbrl_ret,0.032049656
trend_mercado_63,0.031199774
bb_pctb_21,0.031071603
macro_ibov_ret,0.030994164
risco_mercado_63,0.03038766
dist_ema_21,0.029613541
z_alpha_21,0.029595194
risco_mercado_21,0.02942858
vol_63,0.028620524
beta_21,0.028118592
vwap_dist_21,0.027922777
obv_z21,0.027867245
vol_rel_21,0.027858285
trend_mercado_21,0.027725
mom_21,0.026332995
beta_63,0.025721166
lag_ret_5,0.02464532
mom_63,0.023852404
vol_rel_63,0.023635166
vol_21,0.023505915
dist_ema_63,0.022302987
mom_126,0.022049276
rsi_21,0.021775214
lag_ret_1,0.020357694
z_alpha_63,0.020163363
mom_252,0.019595392
cs_rank_21,0.015310359
cs_rank_63,0.013958514
dow_sex,0.0048859753
cs_rank_126,0.0
dow_seg,0.0
dow_ter,0.0
dow_qua,0.0
dow_qui,0.0
mes_04,0.0
mes_03,0.0
mes_02,0.0
mes_01,0.0
mes_07,0.0
mes_06,0.0
mes_05,0.0
mes_10,0.0
