feature,importance
cs_rank_126,0.03897821
obv_z21,0.03623869
mom_126,0.03575228
vol_63,0.035708733
mes_11,0.03528046
trend_mercado_21,0.032403763
rsi_21,0.032019097
bb_pctb_21,0.03191881
risco_mercado_63,0.031505574
vol_rel_63,0.031456
risco_mercado_21,0.030943902
vol_rel_21,0.030776238
mom_63,0.030423352
vwap_dist_21,0.029965488
beta_21,0.029062232
dow_qui,0.027591847
dow_qua,0.027316827
atr_21,0.02719626
beta_63,0.027093243
dist_ema_21,0.026798973
dist_ema_63,0.026740154
lag_ret_5,0.026617508
lag_ret_21,0.026222704
mom_252,0.026196185
trend_mercado_63,0.025703765
z_alpha_63,0.025109442
force_idx_z21,0.02497147
lag_ret_1,0.024739163
macro_usdbrl_ret,0.02470023
macro_ibov_ret,0.024421908
mom_21,0.023324648
vol_21,0.022317892
z_alpha_21,0.022151256
cs_rank_63,0.020753786
cs_rank_21,0.018699288
dow_seg,0.0089006
dow_ter,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_sex,0.0
mes_04,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_09,0.0
mes_10,0.0
mes_12,0.0
