feature,importance
cs_rank_21,0.052222166
dist_ema_21,0.04985378
lag_ret_5,0.039545488
rsi_21,0.03763176
risco_mercado_21,0.037558317
vol_rel_21,0.036922153
risco_mercado_63,0.036450177
vol_63,0.034178097
dist_ema_63,0.03327165
mom_252,0.032828454
mom_63,0.03237076
obv_z21,0.031571854
trend_mercado_63,0.03083899
cs_rank_126,0.029116487
beta_21,0.028569456
cs_rank_63,0.027618833
mom_126,0.026870755
vol_rel_63,0.026397003
atr_21,0.026202532
bb_pctb_21,0.025473138
trend_mercado_21,0.025388045
z_alpha_21,0.025151588
z_alpha_63,0.02503744
vol_21,0.024833852
beta_63,0.024486665
macro_usdbrl_ret,0.024473464
force_idx_z21,0.02396984
lag_ret_21,0.021964373
dow_qui,0.021551562
vwap_dist_21,0.021204483
macro_ibov_ret,0.019854696
lag_ret_1,0.018228857
dow_sex,0.014551041
mes_09,0.014097341
mom_21,0.012481845
dow_ter,0.0072329734
dow_seg,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_qua,0.0
mes_04,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
