feature,shap_mean_abs
lag_ret_21,0.016907902
z_alpha_21,0.013137614
obv_z21,0.009522478
trend_mercado_21,0.008613972
risco_mercado_21,0.0055194623
vwap_dist_21,0.0051732375
mom_126,0.004984538
lag_ret_1,0.004443675
mom_21,0.0043036737
vol_63,0.004224105
vol_21,0.0040518227
force_idx_z21,0.0038075151
lag_ret_5,0.0037829548
bb_pctb_21,0.003083419
dist_ema_21,0.0029706724
atr_21,0.0024790838
risco_mercado_63,0.0022968831
beta_63,0.0021992326
macro_ibov_ret,0.0017710825
trend_mercado_63,0.0016695495
beta_21,0.0016629708
z_alpha_63,0.0015157277
mom_252,0.0012124837
macro_usdbrl_ret,0.0011887762
mes_09,0.0010932181
mom_63,0.0010016588
rsi_21,0.00053246436
vol_rel_63,0.0005004923
vol_rel_21,0.0
cs_rank_21,0.0
cs_rank_63,0.0
cs_rank_126,0.0
dist_ema_63,0.0
dow_seg,0.0
dow_ter,0.0
dow_qui,0.0
dow_qua,0.0
mes_01,0.0
mes_02,0.0
mes_03,0.0
dow_sex,0.0
mes_04,0.0
mes_05,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
