feature,importance
mes_10,0.040418096
cs_rank_21,0.039581053
obv_z21,0.036578394
mom_63,0.035943788
vol_63,0.035874333
mes_01,0.035442796
mom_252,0.034474514
dist_ema_63,0.03394981
risco_mercado_63,0.03376205
lag_ret_1,0.033535626
vwap_dist_21,0.033407062
beta_63,0.032823604
cs_rank_126,0.030859474
mes_08,0.029697726
mes_06,0.029587422
dist_ema_21,0.02910966
risco_mercado_21,0.029041385
cs_rank_63,0.029037446
atr_21,0.028935285
beta_21,0.028828897
trend_mercado_63,0.028218647
trend_mercado_21,0.028023927
mom_126,0.027932728
z_alpha_63,0.024492782
rsi_21,0.024060952
mes_07,0.022566712
mes_05,0.022348199
bb_pctb_21,0.02046356
mom_21,0.017979948
vol_rel_21,0.017857783
vol_21,0.01729527
force_idx_z21,0.015134712
mes_03,0.013270949
vol_rel_63,0.012321665
macro_ibov_ret,0.01106586
z_alpha_21,0.01091025
macro_usdbrl_ret,0.009262496
lag_ret_5,0.008913867
lag_ret_21,0.006991357
dow_seg,0.0
dow_ter,0.0
mes_04,0.0
mes_02,0.0
dow_qui,0.0
dow_sex,0.0
dow_qua,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
