feature,importance
mom_252,0.091976576
risco_mercado_63,0.0658894
vol_21,0.054405138
trend_mercado_63,0.053205576
mom_126,0.0482875
mes_02,0.04301249
vol_63,0.04271925
mes_05,0.04177091
dist_ema_63,0.04090742
beta_21,0.038627222
mes_09,0.038042307
atr_21,0.033477046
risco_mercado_21,0.031225093
beta_63,0.029598814
rsi_21,0.028594468
mom_21,0.02760846
cs_rank_63,0.027292712
mes_04,0.027200408
mom_63,0.025658235
trend_mercado_21,0.024882292
cs_rank_126,0.023272086
dist_ema_21,0.022553802
cs_rank_21,0.021278923
mes_03,0.019917397
vol_rel_63,0.01952741
lag_ret_21,0.017290235
obv_z21,0.016183443
bb_pctb_21,0.015384518
vwap_dist_21,0.014940791
lag_ret_5,0.008319368
vol_rel_21,0.005322912
lag_ret_1,0.0016159205
z_alpha_21,1.188962e-05
force_idx_z21,0.0
macro_usdbrl_ret,0.0
macro_ibov_ret,0.0
z_alpha_63,0.0
dow_seg,0.0
dow_qui,0.0
dow_sex,0.0
dow_ter,0.0
mes_01,0.0
dow_qua,0.0
mes_07,0.0
mes_06,0.0
mes_08,0.0
mes_10,0.0
mes_11,0.0
mes_12,0.0
