feature,importance
obv_z21,0.05741956
beta_63,0.04605587
mes_11,0.043161426
risco_mercado_63,0.042323716
cs_rank_63,0.041910335
mom_126,0.03997827
mes_04,0.039420526
risco_mercado_21,0.035404183
atr_21,0.034861024
mes_08,0.03225233
rsi_21,0.03211677
mes_05,0.031262133
vol_63,0.03079489
dist_ema_21,0.029788781
trend_mercado_63,0.029610818
mom_63,0.027534394
vwap_dist_21,0.027484966
vol_rel_21,0.025071645
beta_21,0.024898242
vol_21,0.024635732
bb_pctb_21,0.023753745
vol_rel_63,0.023077916
mom_252,0.023068663
mes_09,0.022494769
mom_21,0.022477547
mes_01,0.022170391
dist_ema_63,0.021825643
mes_03,0.019497273
cs_rank_21,0.017274845
force_idx_z21,0.016266856
trend_mercado_21,0.01577057
z_alpha_21,0.014879507
macro_usdbrl_ret,0.013129751
lag_ret_21,0.011169005
lag_ret_1,0.010005186
cs_rank_126,0.009645306
macro_ibov_ret,0.0089283595
lag_ret_5,0.0055996478
z_alpha_63,0.002979427
dow_seg,0.0
dow_ter,0.0
mes_02,0.0
dow_qua,0.0
dow_qui,0.0
dow_sex,0.0
mes_07,0.0
mes_06,0.0
mes_10,0.0
mes_12,0.0
