feature,shap_mean_abs
beta_63,0.09483762
vol_63,0.08534613
mom_126,0.067012824
obv_z21,0.031099843
risco_mercado_63,0.02963737
atr_21,0.028841136
mom_21,0.025721846
mom_252,0.019341428
trend_mercado_21,0.017972462
vol_21,0.017929979
mom_63,0.016883047
macro_usdbrl_ret,0.016554624
force_idx_z21,0.015006279
z_alpha_21,0.013086962
trend_mercado_63,0.013061558
risco_mercado_21,0.008017072
cs_rank_63,0.0070674787
beta_21,0.005652337
macro_ibov_ret,0.0055978834
cs_rank_126,0.004615452
dist_ema_21,0.0046051308
dist_ema_63,0.0039976593
lag_ret_1,0.003901713
lag_ret_5,0.0035549484
mes_01,0.0033838367
rsi_21,0.0033671916
z_alpha_63,0.0031287337
vol_rel_21,0.0030539222
mes_08,0.0029216195
bb_pctb_21,0.0027799543
lag_ret_21,0.0023958248
mes_10,0.0020388751
vwap_dist_21,0.0014851171
cs_rank_21,0.0011412996
vol_rel_63,0.0011278187
dow_seg,0.0
dow_ter,0.0
dow_sex,0.0
mes_02,0.0
dow_qui,0.0
dow_qua,0.0
mes_04,0.0
mes_03,0.0
mes_06,0.0
mes_05,0.0
mes_07,0.0
mes_09,0.0
mes_11,0.0
mes_12,0.0
